를/을/ㄹ
물어보다
일찍
요구
검다
감다
뿌리다
곱다
치르다
정
베
투쟁
냐고/으냐고
묶다
웬
학자
돌아보다
불교
파다
시작
내년
쇠
대왕
기구
참여하다
잘못
직
질서
급
곁
공사
조상
바치다
업다
나아가다
고르다
대
겨우
시골
아예
아버님
가게
살아가다
의지
거두다
금방
하얗다
내밀다
암
덮다
기에
대중
부장
계속되다
피해
심각하다
도리
아무래도
에게서
역사적
그치다
큰일
뿌리
두르다
먹이다
는구나
국어
어둠
내부
ㄴ다구/는다구
장면
탓
속하다
기존
정승
관련하다
파
옛
아무것
등장하다
불리다
반면
그러므로
성장
드러내다
을
용
끼
과제
바탕
되
독립
발표
식사
처리
건
마루
척
만일
담
어울리다
보호
주요
아무런
터
한편
대개
관련되다
어쨌든
전망
논리
쭉
저런
도
놀이
어허
라며/으라며
주식
조치
가까이
덜
생각되다
부족하다
임금
시집
수단
쓰러지다
닿다
ㄴ가요/은가요
남녀
신라
살림
영역
노조
되
부담
떼
이튿날
건
풀
맨날
밟다
전설
방침
비록
노력하다
생
계기
계급
서양
무렵
사용되다
자본
어떡하다
검사
총각
수출
폭
적다
쏟아지다
이웃
판
온
땀
중
붉다
고려
적극적
목숨
진행되다
한쪽
하고
판단
구경
구성
더러
해결
사항
커다랗다
불과하다
군사
깨다
굴
여보
추진하다
솔직히
가득
여사
붓다
종합
결론
비용
민간
등
죽
감사하다
평양
뜯다
틈
바깥
모임
여부
랑/이랑
캐다
썩
비판
주인공
전자
깊이
협력
흙
가만
논의
없애다
천천히
지
배경
따라가다
젊은이
독자
논문
감추다
상호
뛰다
확실하다
참여
정리하다
학문
한국인
기초
주택
청와대
잘못되다
석
단위
총장
봉사
이미지
평소
특성
틀
남성
왜냐하면
도
가리다
프로
운영
미군
부문
어쩌면
토지
침
소위
차라리
보도
아가씨
돌아서다
사용
더군
챙기다
이쁘다
입술
그만큼
소원
부정
잘못하다
일제
실시하다
즐겁다
이틀
평생
의미하다
한숨
인사
망하다
처
외교
운명
마주
친하다
짐승
곡
기울이다
항
아주머니
하인
물질
얼다
마는
냐는
어머님
판
욕
박다
파악하다
소개하다
단순하다
풀리다
통합
임금
속도
최대
본래
교통
시각
개방
사방
대단하다
감사
마침
초기
쌓이다
형편
개선
꾸다
기록하다
무
비로소
그르다
의도
하도
답
느라고
꾸미다
평균
사흘
연락
포기하다
지하
한반도
틀다
성과
그대
특별
관중
정성
이른바
콩
뜨다
ㄹ세
일종
더구나
연구소
화자
원리
기운
끓이다
부처
혐의
재
만지다
복잡하다
기도
ㄹ래/을래
이하
절차
한계
겁
가르다
무너지다
시체
스스로
과장
어려움
에서부터
깜짝
미소
기본적
천하
눈길
학원
띄다
셋째
잔뜩
반대하다
지배
사전
적어도
대사
제목
근거
자본주의
급하다
잎
서방
개인적
지경
기독교
중학교
제자
불안하다
색시
던가
욕심
앓다
안정
처지
책상
따뜻하다
해석
기획
전기
그이
악기
푸르다
ㅂ디다
복지
둥
겉
시내
야당
펼치다
장치
시스템
혀
워낙
울음
도저히
아아
여/이여
글자
여유
커지다
확대
정리
기
멋
학습
부탁
답답하다
최초
구멍
짚다
문득
양식
주먹
농촌
조
참으로
농업
대표적
오랜
대단히
총재
꺾다
신다
외치다
막
진행
숨기다
숙이다
그분
보고
지켜보다
비치다
친정
지적
용어
민주
충격
무척
고을
붙잡다
시위
주체
묘
더불다
썩다
지지
군
양쪽
연구하다
바르다
황제
혼
누다
천지
자연스럽다
봉
요리
흐름
꽂다
두루
이마
판매
떠들다
몰리다
뜻하다
본부
턱
움직임
달아나다
일다
인사
발언
야말로/이야말로
아무개
자마자
간부
고민
연합
이사
평가하다
사례
안방
찾아보다
문서
서두르다
당연히
추진
상담
예수
구석
이외
위험
실험
상대방
심정
티
이념
다소
들여다보다
대목
다시피
공격
협회
퍼지다
ㄴ들/은들
인류
들려오다
쏟다
재주
괜히
싫어하다
불만
도와주다
느냐고
졸업하다
푼
장가
뼈
생각나다
어차피
바르다
너머
갑
진실
꽉
온갖
공동체
웃기다
메다
학기
하여튼
때로
갓
현실적
마련
의장
조용히
규정
로구나
묻다
칸
부드럽다
일정하다
송
달려가다
적
가져가다
아줌마
세계적
그쪽
크기
청소년
에서
인도
회원
운
언젠가
게다가
색깔
공기
군데
애쓰다
매달리다
붙들다
상당하다
여론
야단
자녀
상
내세우다
우려
무덤
용기
참석하다
거부하다
남쪽
징
기반
교장
부락
모델
뚫다
높아지다
행하다
닮다
안녕하다
떨리다
잔치
기름
마구
신앙
벼슬
수많다
문제점
부동산
실리다
병사
대학생
짊어지다
가령
들르다
기다
본인
난리
활용하다
이라크
하느님
주부
골목
벌리다
품다
불쌍하다
뛰어나다
라서
재벌
주가
치우다
줍다
더하다
능
사위
이동
대사
추구하다
강력하다
한두
사회주의
감각
어머
개발하다
얹다
틀림없다
불안
승
굶다
연결
쌍
느라
음성
강화
흔들리다
어미
한글
답니다
불법
자격
입히다
발전하다
의혹
반장
애
소리치다
텔레비전
갈다
작용
길래
뒤집다
지시
절대로
순서
구만
만화
소득
다음날
벌
동무
공주
기쁘다
연대
두드리다
착하다
문명
신체
무시하다
옥
ㅁ에도/음에도
달래다
무조건
건네다
일제히
오직
똑같이
정신적
다가가다
대접
낫다
가사
랴/으랴
도
사실상
내다보다
연기
아니하다
하여금
유지
아우
서구
지우다
편
길이
이사
강의
유일하다
수십
독
시어머니
무
과부
장단
아까
활
민요
자세히
검토하다
장애
저리
리라고/으리라고
담기다
의회
일주일
관광
근
깨다
포함되다
굵다
높이
경쟁력
동료
미술
대형
박수
날다
불편하다
인상
상
의문
아무튼
빨갛다
지혜
건축
의무
신분
침묵
부탁하다
방학
비교적
임시
원수
엿
전부
누리다
차량
확
줄어들다
근대
꼬리
궁
맥
웬일
인력
세다
출발하다
현지
확보하다
점차
저지르다
신부
젓다
대학원
남한
그리하여
망
널리
테이프
검사
돌아다니다
한강
날리다
증권
보고서
파업
그럼
글씨
수원
대체로
구성되다
철저하다
유형
심지어
조그맣다
바람직하다
트다
안타깝다
주어지다
교류
내지
구두
행복
주의
외부
한동안
비리
성질
들
올림픽
잠기다
가하다
조
상사
적절하다
의료
근본적
승리
원장
팔자
일부러
작용하다
사설
본격적
놓치다
앞두다
ㄹ지라도/을지라도
규제
긴장
특별히
서방
랴/으랴
발견되다
신용
집중
영혼
미스
작전
내버리다
뜰
좌우
공개
한때
철
교실
소개
고모
젖
그림자
손자
일본인
백화점
서너
둘러보다
술집
곰
신화
통
확실히
비율
시점
국장
깨지다
두렵다
전달하다
인터뷰
시원하다
살아오다
처
엎드리다
뻗다
버티다
일대
센터
고개
주소
부처
물가
진리
단순히
인민
귀하다
확인
아니
불빛
이용
푸다
경찰서
사물
저러다
빚
굳이
법률
북쪽
협정
회복
간
욕망
연결되다
공포
섞이다
거칠다
한꺼번에
둘러싸다
신부
전제
투
늘리다
식품
기둥
국민학교
씨
게
그야말로
덧붙이다
죄송하다
보따리
문화적
팔리다
중얼거리다
인식하다
발음
파도
금리
설치하다
다녀오다
권하다
묻다
싶다
교육부
계층
나마/이나마
회견
비교
날짜
인연
량
동기
풍경
일상
연주하다
민주화
눈앞
실천
낯설다
아깝다
묻히다
몰래
벗기다
여기저기
어린애
심리
화제
예상되다
쓸다
저놈
헌법
추가
유리
도중
당황하다
수석
모순
제작
라니/으라니
주의
띠
기쁨
입시
공식
생전
물론
양국
상하다
섞다
동양
철
미루다
초등학교
달려오다
제발
소비
드물다
드디어
조화
이데올로기
일컫다
두어
거지
털
자치
청하다
텍스트
윤리
약간
보살
정의
구속
명예
스타
연기
애비
소장
특정
계산
실패하다
제기하다
선언
득
는지
운영하다
규정하다
상상
뚝
택하다
허옇다
이스라엘
끝내
언덕
구성하다
진출
그물
영상
인정
증가
재다
뛰어들다
꼽다
등장
깔리다
우습다
화려하다
사나이
참가하다
전환
벌떡
공급
억울하다
눈빛
이내
변
귀찮다
영업
안보
가리다
슬픔
혼란
괴롭다
졸업
고구려
푹
전공
끈
부족
세
늙은이
지대
마련
생겨나다
비중
ㄹ게/을게
내주다
알아듣다
보리
수요
종일
급히
몫
음
넘치다
보장
솟다
짙다
모래
긍정적
해석하다
밤중
앉히다
대충
혼인
함부로
소재
상승
물러나다
야
본질
공공
짐작하다
머무르다
품
도구
한자
초점
흩어지다
고급
신고
온통
절반
업계
못
곤란하다
세
인권
긋다
욕구
실패
흔적
필자
굳다
달하다
분명
실질적
어휘
손해
모자라다
떠올리다
비판하다
시늉
직후
터뜨리다
계단
부친
근본
스치다
소서/으소서
스무
합치다
공업
주일
실력
담그다
논의하다
빚다
동작
담당하다
곡식
제물
한잔
우물
총선
빨다
계집
고프다
극
새기다
꺼지다
나란히
이윽고
동지
대만
균형
잃어버리다
오염
여우
강화하다
상대적
선진국
분노
짜증
예상
창고
지식인
솥
도망
익히다
특수
이자
대우
온몸
백제
차림
소주
실장
도
보도하다
유학
여야
형성
신청
건너가다
면하다
승용차
도망치다
날개
뚜렷하다
대립
비우다
삼촌
제한
전화하다
순
일행
접근하다
적극
빛나다
도입
국정
연습
애인
전체적
뵈다
관객
정말로
익다
박히다
발휘하다
조기
강제
담당
저고리
끼치다
유통
악
부근
도무지
동쪽
직접적
믿음
끊어지다
끼다
진지하다
등록
말리다
쫓기다
튀다
노사
지점
여당
사촌
만남
요청하다
다며
최선
다지다
대장
쓰레기
지난달
편안하다
잠깐
형성하다
테
양상
불과
서류
내내
흥미
신호
갈다
부딪치다
공화국
정서
활동하다
마음대로
반영하다
더러
엉뚱하다
문법
내외
소속
여학생
접촉
서쪽
비명
장기
식민지
가문
제법
술잔
오줌
열흘
청춘
넘어서다
통제
위대하다
장수
답변
머물다
외롭다
대응
금지
대선
갇히다
지옥
후반
자아
무리
금년
내보내다
독특하다
신기하다
솜씨
이성
부정적
여관
고생하다
낡다
순수하다
연장
동사
올바르다
교환
군수
성명
최종
추세
실정
설
구역
뉴욕
과학적
가락
관념
대가
도둑
가입
아쉽다
결정되다
타령
기금
수백
물결
덩어리
매체
발생
자살
저물다
증상
여건
일생
판소리
객관적
위주
익숙하다
요청
임마
대기업
지하철
체험
접다
국립
부럽다
협의
가시다
소용
버릇
복도
시집
지배하다
스승
세계화
노파
월급
조심스럽다
판결
지수
심사
저승
다행
처하다
방금
시도하다
먼지
성취
당초
공자
실명제
이어
청
홀로
중소기업
의학
한
말리다
채
친척
감동
근
끊임없이
근무
활발하다
도깨비
저항
뵙다
시비
기여
소나무
기대다
삶다
고위
년도
억지로
건지다
하룻밤
수용하다
나비
석유
어느새
산소
내려다보다
은혜
사전
경기
소유
진행하다
권위
마련되다
잘되다
새다
학과
허허
시달리다
뿔
제기되다
묵다
다스리다
법원
닥치다
씹다
마주치다
분양
엔
강물
영웅
그늘
덜다
못하다
대비하다
신
법인
군사
감히
소중하다
살짝
결정적
줄기
전투
실
주막
대위
넋
엮다
든가
까치
살아나다
넘어지다
논란
장래
밉다
가죽
염려
단다
대체
그나마
실시
외우다
도망가다
연방
공사
맞서다
전날
긁다
망설이다
필요성
성경
노리다
동일하다
서서히
상징
패
몇몇
댐
녹다
행
이모
비롯되다
완전하다
열매
엉덩이
의심
이치
세포
철도
소송
허가
수건
설치
신세
탑
날카롭다
빼앗다
기지
혹
분단
주저앉다
구실
진단
지상
파리
대
근무하다
달려들다
삼키다
바둑
대규모
덕분
환상
받치다
물음
신하
향상
구분
오가다
차별
인상
풍부하다
고전
개편
내각
고리
줄다
습관
법적
무게
적자
연결하다
의식하다
척
곳곳
일정
구르다
광장
흥
알맞다
실은
적당하다
토대
다방
더듬다
또다시
일방적
대국
명사
재물
어색하다
작정
붓
뒤따르다
연주
교과서
영향력
신뢰
오해
직전
유교
통화
동의
홍보
각국
창작
절로
노선
촬영
생활하다
구절
실내
집어넣다
감싸다
화장
결합
문화재
통치
질환
밀리다
겸
아픔
기침
유리하다
식량
애정
권한
참조
다투다
가라앉다
발달하다
수지
개정
파괴
조약
못되다
늘어지다
꿀
환하다
끓다
재무
골짜기
계절
찢다
막상
껍질
비난
철저히
식
상인
노랗다
흉내
구분하다
수천
성분
마땅하다
홍콩
정면
뱉다
도입하다
자꾸만
가루
양심
검토
대기
연애
일자
절대적
공산당
국제적
부채
별도
번역
꼭대기
집행
마담
좌
번지다
회관
가지
사원
꿇다
멀어지다
한문
논쟁
다가서다
솔직하다
지시하다
해결되다
돌보다
접하다
자존심
자랑하다
비평
업종
서부터
범인
끌리다
잘나다
부하
헤매다
한테서
활용
바늘
누이
우연히
허공
합리적
총회
물고기
거부
격
비서
비비다
썰다
의존하다
거느리다
펼쳐지다
부인하다
거니와
빠져나가다
햇살
아울러
느니
풍기다
확보
프로
맞이하다
근심
육체
확대하다
결혼식
보상
전반적
차츰
일기
감시
만주
자세하다
채다
숙제
오리
구입하다
여간
만족하다
출발
체
채권
법칙
제국
호흡
자신
어음
인수
보름
얼음
부치다
장비
안주
협의회
수화기
문헌
여태
발길
의심하다
거절하다
예상하다
녀
정월
바닷가
개성
총무
각기
전개되다
주도하다
당사자
사찰
진상
에미
탈
해당
헤아리다
말없이
상당
정식
적용하다
뭉치다
촉구하다
님
지난번
명칭
조국
저자
대안
높이
합의하다
제조
무리
허용하다
띄우다
연속
아무렇다
민족주의
희생
흘러가다
벌
막내
뺨
베풀다
설립
포함
동원하다
기여하다
행동하다
화살
더라면
건만
자랑
이내
향기
질리다
목욕
사망
고민하다
수비
내려놓다
볼
감안하다
정치권
개국
합
둥글다
등등
실적
꼼짝
두려움
임원
씌우다
치열하다
추
거짓
트럭
화해
국방
국
열차
성
장점
도덕적
불가피하다
민속
로비
이해되다
첫날
구먼
가두다
고문
생존
독재
라니/으라니
선비
대한민국
건드리다
간장
파일
적용되다
탄생
함
창조
육성
겹치다
대신하다
중년
애초
계산하다
흑
대원
곧바로
주문
안팎
구원
꼬다
시도
고교
부사
진출하다
끼우다
당당하다
귀족
근원
밥상
정작
깨끗이
특이하다
투자하다
대변인
청산
위반
자극
형상
가난
대응하다
무어
관리
바짝
부총리
보람
의복
재단
계열
도장
쓸쓸하다
관리하다
명분
예외
정지
불행하다
의의
배다
떠나가다
부여하다
수염
순경
우리말
간단히
남매
이룩하다
포인트
확인되다
이를테면
극히
책임자
시행
화가
이리저리
설마
끊기다
속담
인원
대접하다
운전
텅
다행히
묘하다
금액
확대되다
탁자
관료
오랜만
결심
최대한
농산물
공학
대리
지향
실체
실현
생물
이혼
제재
선정
짐작
정기
동포
작성하다
혜택
상식
전달
외면하다
단
사연
접어들다
그립다
까맣다
정상적
부정하다
고함
시청자
웬만하다
대북
지적
발견
세종
축
게끔
성적
장자
호기심
모친
이빨
북경
미처
통화
요란하다
이별
통계
적용
종업원
왕자
동서
원고
갈라지다
저절로
하긴
치료하다
뻔하다
육군
행사하다
가치관
고등
조명
자루
반발
아동
자니
들려주다
도달하다
고집
그다지
제의
조처
한복
근육
예방
어지럽다
운동장
진술
노려보다
판
빼앗기다
사기
중요성
드나들다
누님
증언
주주
범주
라면
물러서다
일가
퍽
방울
지속적
현관
교양
소프트웨어
여지
표준
차마
개구리
해마다
부위
무늬
영광
보장하다
유도하다
위치하다
방면
기도하다
차차
그토록
읍내
앞세우다
비상
전선
단독
왠지
주석
남부
약물
간신히
분리
태평양
예금
대량
다듬다
받들다
논리적
취재
영장
도덕
많아지다
동경
꼬마
계집애
공중
분쟁
얽히다
왈
변동
학부모
제거하다
비난하다
기법
예컨데
자산
거꾸로
수정
무장
헤치다
소매
요즈음
오류
인간적
반하다
단단히
첨단
인근
요원
란다/으란다
부패
채널
계곡
선언하다
베트남
개입
호소하다
경계
치고
무려
섭섭하다
가늘다
상
북방
돋다
동맹
설계
마당
임신
더욱이
짖다
가득하다
신념
간판
광경
까마귀
동화
여편네
불쑥
지급
실무
출입
실시되다
비극
벤처
속다
상업
워싱턴
마음속
대륙
씌다
한창
부러지다
깨우다
응하다
도전하다
체육
가요
퍼붓다
통상
해내다
집회
향
책임지다
상가
실로
앞장서다
타인
일정
보편적
안쪽
마무리
어쩐지
가설
공식적
사용자
안내
뚜껑
떠돌다
취지
제공
통증
점잖다
그제서야
부작용
비단
통과
주도
울타리
표시하다
전개
패
말투
관행
두들기다
황금
변화하다
테러
합하다
의지하다
긴급
은근히
초반
강사
되찾다
쳐들다
맥락
심의
굴리다
날로
시행하다
초래하다
메우다
증시
입학
각자
굽히다
굳어지다
휘두르다
진영
대외
방송국
칭찬
사회학
적히다
자동
뛰어가다
자율
닫히다
차관
재빨리
끌려가다
걸어오다
세다
해안
협조
발표되다
이상
승부
묶이다
데려가다
여럿
부도
출판
일일이
하필
중반
단속
규범
왕조
정당하다
괴롭히다
죄인
매달다
반도체
궁극적
지사
달빛
결심하다
관찰하다
공개하다
체질
매력
선두
심리적
털어놓다
교섭
구호
흥
통과하다
엄격하다
중세
포로
구상
피해자
파랗다
현행
희미하다
전반
설치되다
올려놓다
신당
조성
대처하다
주방
찢어지다
거듭
시야
연간
아비
잇따르다
돌멩이
중단
신청하다
영원하다
ㄹ는지/을는지
사무
정문
려다/으려다
대한
동굴
성향
반복하다
유전자
작자
수행
두껍다
뻔하다
투기
올라서다
전개하다
차장
물러가다
거니
확산
어조
감소
고시
보물
상무
숨지다
연말
인재
절망
연구원
고장
추위
무관하다
요령
참가
별다르다
신문사
주고받다
선원
확장
국토
수용
넓히다
농가
막연하다
국방부
조작
랄/으랄
중단하다
자연히
구하다
인형
노예
과자
고유
감사
충돌
각자
주년
전면
꼭
시조
고추
기념
조항
시중
주목
최후
수립
종목
실천하다
평등
내면
별명
보건
흑인
지극히
육지
본질적
낯
화장품
우려하다
홍수
방위
오로지
성적
가로
잦다
수영
손톱
어긋나다
품목
가짜
흘러내리다
월말
두려워하다
만족
맛보다
빛깔
미국인
우선
정체
승인
흥분
미워하다
간직하다
구축하다
해당되다
회계
행정부
중동
꺼리다
갖가지
즐거움
외환
부실
품질
불행
설정
기세
순위
충동
섬유
소지
출판사
기호
우수하다
귀국하다
편집
보수
부지
이론적
번쩍
딸리다
집권
사법
기색
시각
넉넉하다
모여들다
주한
어기다
뒤늦다
거들다
끼이다
얼핏
입맛
활성화
머릿속
섬기다
고속도로
대폭
대개
명제
고도
멎다
미사일
장애인
무속
보태다
모스크바
발상
가입하다
장르
교훈
적합하다
쿠데타
뒤쪽
한데
먹이
발행
지정
위성
종교적
중생
튀어나오다
확신
군중
결과적
수도권
일치하다
쪽
인격
장식
라운드
긴장하다
거세다
냉전
선장
채
정국
의욕
흥분하다
앞서
후손
상상력
명단
사형
지주
고장
각오
만물
물체
유사하다
장기적
진전
저서
계통
태풍
연관
한층
당분간
지성
나뉘다
수익
얇다
매매
공직자
바퀴
독자적
계열사
홈런
제기
라도
힘쓰다
지속되다
도쿄
공연히
진심
디지털
보증
명확하다
속성
험하다
이사장
인공
대강
활짝
사안
일선
갈래
전적
이어서
경제학
법안
유난히
학술
길가
흘러나오다
감당하다
연맹
그중
장차
지분
비서실
꾸준히
업적
사상
탄생하다
기록되다
개미
미인
방지
전원
방바닥
앞뒤
한가운데
다짐하다
분류
발자국
선보이다
보조
특수하다
병들다
풍속
모처럼
결
내쉬다
잠자다
당대
이달
결의
단장
조절
서명
무용
침략
고용
햇볕
지향하다
적당히
상당수
스페인
튼튼하다
기적
공천
공단
위로하다
바로잡다
유치
사냥
군
뽑히다
만만하다
딱하다
건설하다
해군
깨물다
양자
초조하다
밀리다
한일
려던/으려던
뒷모습
의례
수표
안정되다
카페
고작
타격
설득하다
즉각
연령
선전
제도적
머뭇거리다
증세
분열
놀리다
지껄이다
뱃속
성당
현안
꾸리다
줄곧
주의하다
선조
삼국
벌레
전국적
되풀이하다
후자
표시
항의
영문
중위
가닥
서민
록
제약
구도
해체
부수다
출연하다
지침
비타민
변경
채택하다
물리치다
구조적
표시
전화기
대비
면적
말기
구별하다
천사
가르침
유행
음모
완화
기뻐하다
라면서/으라면서
효율
일찍이
번갈다
초청
분기
생생하다
맺히다
유적
근로
취급하다
체계적
오락
일상적
조정하다
정세
요건
발걸음
확산되다
관세
순환
심판
용서
액수
껴안다
답하다
수치
등지
지급하다
불길
신학
장미
반성
실망
쫓겨나다
소음
일시
체면
요구되다
처분
몸뚱이
빠져나오다
평
전시
공급하다
끌어들이다
젖히다
뇌물
성공적
국세청
정계
항공
국무
몰려들다
효율적
구축
장악하다
소화
의상
홈페이지
고비
붕괴
사납다
담임
구별
핑계
순수
이따금
이동하다
제국주의
코스
기울다
변수
비전
원형
재능
참모
늘어놓다
캄캄하다
기원
특유
문학적
영양
제치다
우정
조성하다
엿보다
소망
다면서
거듭하다
위상
판매하다
범하다
가상
좌석
뚫리다
설비
마늘
장터
본사
식탁
신음
뿌리치다
후회하다
전용
구속되다
그리스
적시다
한결
여느
조정
고이다
탄압
유리창
생애
쏠리다
개별
고려
중시하다
모색하다
배제하다
참고
섹스
마비
안기다
단단하다
추적
산하
